JcTc9h8h5d 
KdKcQdJh4d QsJsJc7c4d JhJcTc9d2d KhKcTc4d3s 
AcTh7h4c3h AcQs9h6d5c AcQhJd9c5c KcThTd8d6h 
KhKcJs7s6s QsThTd9s5d QhJd8s7d5h QhTsTd9s8c 
KhQs9c6s4h KdQhQd9c6s AhKs8s7d5c KhQhTh6s5s 
QdTc9s6d6c KdQh5d4h3c JhJd8s8h7c As7d7c6d4s 
KhKdQd7c4s JdTh9d6c5c AdQs7s7d3h KsKd9c7h6c 
AhJcTd9d7s JsJh9d8h8c QdTh8h6d5h AsKd9d9c6c 
Jh9h8c7s6c AhJs8h7s2s KcQsTd5c2s As7s7h5c3c 
QcJs9d8d5c AcJs9s4s4c KdJsTs8h3d KdTs6s5d4s 
KhKcQc8c6d KhQh9h8s7s KdQcTs9s2c AcQs9d7s6d 
Ac9c8d6c5d AdTdTc4s3s KsQsTh9h4s JsJdTc8c7h 
KdTd8s6s4h KhQhJc8s4c AhKcJh8s8h KcJh9d5h4c 
QsJcTh8s3c QdTc9s8d5s JdTh8c6d5c Ad9s7h7d3s 
KhQhJc9s7d JsTd7d6h5s Ac7s5h5c4s AsQhTsTc4s 
AcJd8d6c3h AcKdTs8d4h AhThTc4c3c KdTs7s6d5d 
AhKc9h4c3c KdQc9s6d4c AcTd8c6h5s JcTd8d7h4c 
AsQhQcJd6c KsTh6d5s4h AsJd8h8d7h JsJdTc8h8c 
KhJc9c6h4d AdTh8d4s3h KdTs7s6d4d Kd9h8h7s7d 
KsQdTd5s3d AsJh9h4s4h AhQsQdJd4d QhJsJh7d5d 
JsJhTh9s5h AcQh8h7h3c AcJdJcTs6c AhQdJh9h5s 
AhQc9d6h3d KcJsJh8s4c AhKd3d2s2h QdJcTd6s3c 
KhKdJs9c4d KsJd9h7h7d AhQc9s6h3s JdTs9d7d5s 
KdQhJc4h4d KsKhJs6s5s KsKd6s4c3h QsJsJc5c3c 
KcQdTc6h3h KdKcTd3s2s AsKh8h3s3c As9c7c5c3s 
JsTh7c6s6h KsKd5s3h2h Ah7s6d5h3d KhKdQc5s5c 
AsTs8c5d3d AcJd7c6c4d AdQdJc9s5d KsKhTh8h5c 
KhQhTd8c6s KdQhTs7h5s QsQhJs7h4h AcKdQd9h2h 
KsJc9s5d4c AdKd8h6h4d AdKc8d7d5s TsTh8h6s5d 
AsQdTc9s5s KhJcTc9d5d AhQc8h8d3c QdJhTh9h2d 
KcTh9h6c4s KhJsTd6h3d JhJdTc8s8c AhJc9d6h4d 
KdTs8c6d6c AsKsQd4h4c KhJdTc9s8s AdJs8s6d3c 
QcJc8h7d6d KhTsTd9s3h AcTh8d4c3h KdJdTh8d4h 
KsQhTc7h4c KsQhJsTd7s AsTd8h6h3s AcKdTd7d6s 
AcKsQc8h8d Kc9c8h7h6c AsQhJs8s6d JsTh7s6d4h 
QdTh8d7h5s Kc9c7s6s5h KhQsJs5d2h KsKh7c6h4h 
KsKdTd9h3d AhJc6d4h4c KcQcJcTdTc QsJc9h6c5h 
AcJdTs6c2s AsJc6c5h3s Qd9d8s7h6h Td9c8c7d6d 
KsQhJs8c4h AhQd9h8d2h JsJc9d9c4d KsKhQh9c6h 
QcThTd8s8d KhThTd6h5d KcJd7c5s4s KsJd8s8c6d 
QsJc9d8d5s As8s8c4d4c AsKd8s8c5h AhQsQcJd6s 
JdTd9c8c5h KdKc8d5s2s As8h7d5d3s KhJc9s5c4h 
AcJdTc4c2d JdJc9c5d3h AsQhTd9s5s AhKdQc9s4h 
AdQh6h6d3s AhQsJh7h5c QhJs9s8c6c KdJsTdTc8d 
AsKsJc5s4h KdQc8c5h4d Ah8c5h5c4s QhJcTh9h4c 
QcJc8s8h7h AhKhQh9s4s AcTc8d5s3s AdTh9h7c6c 
KsJhJd8d4s QhJhJcTh8d AdJd6s5s3c AhQhTd8s2c 
KhQsJs3h2c QdJsTc4d3c AhJh9s7d2s QsJcTd4s3d 
QdTs8d7s5c AhKc8d6c4d AsJdTd8c7d AsAdAcTd5h 
AhQsJcTd3d Kc8s7c6s5h Ad8h8c6h4d QdQc6c5c3d 
QhJsJh5s3s AdKh8c6c3d KsQd5d4s3h AsKd8s7s5h 
QcJs8s7h5c KsQhQdJc9c AcKc7c5d3d KdJdTs8s5d 
AdKh8d7s6d QsTh7s6h4d KdQdQc9d4c AcKhTs8h4d 
AcQhJsTd3d AcTc8h8d2h JsJc9s5c3d AsJdJc9h8c 
QsQdJdJc3d KdJh8h5d4c KcJhTc8s8d KdQh5h4d3c 
KhQcJhTd7h JhTdTc7c5d AsKhTc9s5s KcThTc9s4s 
QhQcJc9h4c AcJdTs9c4c QsQcJhJd6d AsAhAcKsJs 
KdQc5h4c3d QsTsTc9h2c JdTc8c6d5s AcKh9d2h2c 
Kd9d7h6s5s ThTc8c6h5d QsJsTsTh6h Ah9d8h7s3d 
JdTh8d6c5c AcJh8h4h4c AhQsTh9h5c AdQs8h6h5s 
KdKcJc6h4c AhQc7s6h5d Kh9h9d7s6s Ad8c5d5c4h 
QcJsJc7h5h KcJhTh7d4d QhQd7d5h4d AdTh8c7c5h 
Jd8s8d7s7d AhTsTc9d6h Ad9h6s5h5d AcTs5s4h4c 
AsQhTs7h2s AdKs9c7c4s QsTsTh5d4d KdQhTc9c8s 
QcThTc9d2h AcKh8d6d3c QsQhTs8d6s JhJcTc8c7s 
KdQsQhJc6d As9c8s6s5c AhTs9h8d4c AcJh8c6h2d 
Jh9h8s7c6s QhJh8s8c7c AdQc8c7c3d Ah8h8c7h6c 
KcTh6c5d4h AcQc9h9c6h Ac9d8d5c3h AsTsTc7c3s 
QcJdJc7h5h AdKcTh7s7c AdKh7s5s3h AsKd8c5c2s 
KdJs8s6s5d AdQs8c7d4h QdJdTh6h4d JdTs7c6s6d 
QdTc9h8h5d KsKdJs4s4c JsTd8h7s4h JhTsTh9d3s 
Ah9d8s7s3h AsKdQd9h2h KhQdTs8h6c AhKdQd8c5s 
KhJsTh8d8c QsJhJc8s8d KhKcQcJs5c Ah9h9d8s4s 
QdJhJc9d8s AdTh9s5d2h QdTs8d7h5s Ac8h8c7h5c 
KcJh6c5d4d JsTc9c8s5h KcJhTd6c3d KsKd8s3c2d 
JhTdTc9d5h AdTd8s8h2s AhKhJc9h8h KdKc9c6s4h 
AsTs8h8d2d KcJs8s6s5c Jd9h8h7d6s AsKsTsTd5c 
KdQdTh8s6c JsJhTdTc6h AsKc8h5h2s QcTdTc9d4s 
QhJhTc8c4c AcJcTh7h2c KcJc7s7h6s JsJhTc8c7d 
AsQdTh5c3s KhQhTd7d5h AsQhJcTc2d AhQhJsJh7d 
QsQd8d4s4c KsQdJd4s2c Ah9h8s7s7h JdJc8s6s5c 
AdTc8d5c2s AhQcJd9c2d Ad9h9c8d3c KhJd8c5d4h 
AhQd9h7d4h JdTc8s8d6s AsJd9d4s4h QsTsTd5h4h 
KdJhJc8d7s AhTh8h7d6s Ad7h7c6c4d QcJc9h8h6h 
QhJsTh8c6d AsQcJd8s3h JdThTc9c2h QcJdTh4c3h 
AcTd9c5d4c AcTd9c8h4s AsJhTc6s2c KdJh9h6d4s 
Kh9s9h6d5d QcTsTc9d2s AcJhTs8h2s AcJcTh9c3d 
AsJs8d5h4c KdJsTd8h2s AcKhTs8d7d AsQc9s7c2h 
QdJc9h8h5d AsQcJh4s3d AcQh5d4c3d QcTd9h8h5c 
KhQsQh8s2d KhQdJhTs5c AhQh7c6s3c KsJcTh5s5c 
AhJsThTc4h AsJhJd3h2s KdQhJs9h8c AsQsQd6s6c 
Kh9h7c6c5s Ac6s6c5d4d KsKhJh6h5h AdQs9s6s3d 
AcQhJsTh4h KhJcTs5s2h AhTsTh4c3c QcTs9h6s6c 
JsJhTh5s3s KhQcTc9s5s KhJs8h6d5d Ah9h9c8s3c 
AdQhQd8s3c AhKdJd9d7s Ad7h5s4d3h KsJhJc9h2s 
AcTd9d2s2c QcJdTs9s2d KsKc8s5h2h KdTd9h6h5h 
QcJh9c7s7h AsQcJdTh6c KcQd9d7d5c JhTs9c8d7s 
JsTh8c7s5c Kh9h9c6d5d KhTs8d6h6d AsKc8s6c3s 
AsQh9d6s3d AcQsTc8h4c AdJs9h6h6d KdJsJhTc7h 
KcQs7s6c4s KcQhQc8h4c AcQsQh9d7s QcThTd6d4c 
QcJsTd5s5c AsKh8s6c4d AsJh8h6s3d JdTd9s8s5c 
JcThTd9h5c Ah7s5c4h4c AhKsJsJd5s QdTd9c6c5c 
AcJh9c7h4c KsQh7d6h5d AdTd7h6h6d KdKcJs6s6h 
AhQc8h8d5s KhKdTh9h3c KdQcJd5h3h KdJcThTc8s 
QsQh9d8h3s AcKcQc9h5d AsKs5h4d2h KcQhTsTh5s 
AdThTd9c3s AdTd8h6s3s JhJc9c7c5h AcJdJc9c8c 
AsKcThTd8d KcQcTd8h6s KsQcJc4s2d KhQc9s9h6s 
JhJc9s6s5c AcQhJc9c5s QdJsJd7s4c KdQd7c5c4s 
AcTc8c7d6h Ad9s8c7c3d AdKdTdTc5h KsQh9d5s4h 
AdKh7c6s4d QhThTc8c4d KhJcTc7h3c AcKsTh9h8h 
Th9d9c8c7d 9s9c7s7c6c QdTs8h6h4d AdKhTc7s7h 
JhJcTc7h3s JcThTd6d4c AcKcQcTh7c AdKcJh9h8h 
JdJc9c8d5c JdTh9s9d6h KcJhTs5c4d AhQs9s8h3h 
AsQc8s4c3d AhKs3s2h2c JhJdTh9c2c KsQdJsTs7h 
QhJhTd9d3d JsJc8s7s5c KdQcTh9c8c AhQhJc9d5h 
KdQhQc5d4s TdTc8c6d6c AhTh9c4d3d AhJdJc8s8d 
AhJsJhTc6h QcJhTd5d3h AdQd7c5d4c KsQcTd7c5d 
AdTc9c6d2h AdKsQcTh7h QdQc9c8h2d KhJhTc8s2c 
QcThTc9s4h KhTh9c7c4d AsKsTsTd5h QsQc7s5c4c 
KhJdTh8s8c KdKcTs8d5d JsJcTs9d8s AdKh9d4h3h 
AhJh5d4d4c KhQsJh8c4s JsJc9s9c3s KcQdTc5c3d 
KhQdJs8d5s KdThTd8h4s Ks9s8d7h7d AsJd8h7c4s 
KsKd8d3h2s AdJhTs7d4d AdKhTc9h4s AhQc7d4h4d 
AcTc7s6h5d AcTc9d8c4d KsQsQd9s4d AhKsQcTd5d 
AsKhTd8c7c AdKhJs9c7s JcTh8h6c5s AcTd7c4h3h 
QcJdJc9h2d QdTs8d6s4s QdQc8h8c4h KdTd9c7c4h 
AhKdTs9c7c AdJcTs9d4d KdJs8d8c6s AdKdTc7h4d 
QcJhTh8s7d As8s8d4d4c KsKd9d7h4c JsTd9h6s5d 
QcJsJc7s4h KsKcJh9d4c QhQd9c8h4d KsKc9h8d6d 
KsKhQcJs5s AhQdJcTs6d KsQh8d7h6d AhQh9s9d3s 
AcQcTc9d6s KcJc9s8d7h KdQc8h8d7h AcJs8c7s2s 
AhKhQc9s4d JsJh8h8c4s KhKc8h5d2d KdQsJhTh7c 
AdQdQc5s3d JhTc7c6s5h KhKcQdJs7s QhJhTs6h4s 
JdTc9h8d5c AsKc8s7s5d KcQd8h7d6h AsJsTd7s4h 
KdQdQc8s3c AdTd8s6h3s AhQdJs9c8c AhTc8h7h6d 
KhJsTd5s5h AdKdQsQd2d AsKdQhJh7c AcJs8c5s5c 
JhJdTsTc5d AhJh6s5s4s QcJdTc8d2h QdJc8c7s5d 
QhJsJh6d4d QsQcTs8d6s AcKsTh8d5s As7d6s6d5d 
KdJh9c7h7c AdJc9d8h7d KcThTd9c2h JhJd9s9h2s 
KdQh5d4h3s JdTsTh9h5d Th9h9d8d6c QdJdTh9h2h 
AsJsJc9s8s AhTh8h5c4c AhKd8d3h3c KhTd7h5s4d 
AsQhQdJd7c AdKhTs8h4c AdQsJd3d2s QsJsTd6d4s 
AcKcQh8c3h TsTd9h6h6d AcQsTh5d3c AsKh9d7d4h 
KsJhTh9d4d KdJs8h8d6s JhJcTc8c7d AhJdJc9s8d 
QsJsJc9c4h AdQdTd9s6h KhQdJd6h6d KhTh9s7s4c 
QsQc9s5c4c KhKc7s5d3c JsTsTc6d5d QhQcTd7d3h 
Ah8s7s5h4h KcThTc8h4d AhKh5d4s2d KcQhJcTd5s 
KdKc9s9d9c AsKcQc8d6h AcKsJd9d8d AhQs9c6d5h 
AsQsQd8h3c AsJs8h5h3c KdQhQc9h8h AcQsJd8c3h 
QsTh8d6d4s Ah7s5h5c4s JhJdTh9c8h Ac9h8s7h3c 
AhTd8h6d2c KhTs6s5h4s Kc9c7h6h5s KhQdTc9d3c 
KsJdTh9h2d AdTh8d7s6d AdKc6h3c2d AsJc9s8s7d 
JsJhTd9s8s AsKhQdJd2c KsKhJs9c5s KsKh8s3c2h 
KdJsThTd8d JcTsTh8d8c KhJd7h6d4c KhQhJc6s5d 
AhJd6s6d4h Ac9d8d6c5c KcTc8s6s4h KdKcQdJd5s 
AdQdTc7s3h AsQs9h9d3d AsKdQhTs2s KhQs5h4s3d 
QsQdJd7h3s QsQhTs8c6s AhKdJsJh6h AcKdTh8d4s 
KsQh9c8c6h Ah9s8h5s5c KcJdTh7s7c KdTd9s8s5h 
JdTh6h5d4c QcTd7c6d4s JdThTc8h5d AcTc8h5h2s 
AdKc8d4d4c AsTc7s4d3d Ad6h6d5c4c JsJcTs7c3h 
QhJs9h5c4s QdJsTh9h2s QsQd8s8c4c Ks9d8d7s7h 
KhKd6d3d2h AhJhTd7h4c QhJc9c6h5h KcJh9h5c4d 
Qs9d8d7s6s AsKsQsQc8s JhJcTd8s8d KsQhJc9s4c 
KsJc8d5c4s JsJh9s9d4d KcJs9c5s3d JsJd9s8h7c 
AdQhTh3d2d KhQhTh5s4s KhJsTs9s7d KdTh7c5c4d 
JdTc9h7c5h KcQcJh6s6h AcKdTc8h2s KsJc9c6s4d 
AhKhTd7s4h AsKh7h6h2s QsQhJh6d5c AsAhAdKsJs 
AhTc8s7s5c AdKdTd7c4s AdJs8s8d2h KcQd8d8c7c 
Ad9c8c6d6c AhTh8s8d2d AsKdTc7c6h KhQhTsTc9h 
As9s9h8c3h AcKdQhJh7s Ad8c7d6s5h AhTh9d4c3c 
QhJhJc7c4d AcQsJd8h5s AsQcJh9s2d QsQcJh7c4h 
AhTsTh9c3d AsKsJc5s4d AdJhTc9d4d JsJd9d5s3c 
QsJd9s8s6d KcQdJsTs8s KdKc9d6h4s JcTs9d8c5s 
QhQdJd9h2h AsJdJc8h8c KhQhJs5s3h JcTsTc7s5s 
AhTc9d7s4h KsQcTd7c4d JsTh9s6c5c AsKh8h7d5c 
AcQsJc7c5h AcQcJs7d5c KsKdQd8d6h KhTc8c6h6d 
AdKcJhTh4h KsKhJd8s6s KcJs9s5c4d QcJhJd8s8c 
AsQs5d4d3d AcTs8c7h6c KhKcQdJs4d AcKcQh8d5c 
QsTd7s6d4h AsQhJc8d5h AcQhQc7h2c AcJcTd9c3s 
QsQd8s4d4c Jc9s8c7h6s KcQc8s6s5h AsQd9s8d2s 
AhKs8d6d3h JdTsTh8h5d KcJs9h9c5s AsKdQcTh5h 
AcKh8s6s6h QhJdTd9h2d AdJhJdTc2d KsKhJd6d5c 
Ad9h8d8c7s QcJdJc6h4h As9s8d7d3c AdTh8c6d4s 
AsQc9d7d5c AsTd8s8h2h JhTh9s7d5d AdQs9d4h3s 
AcQcTc9s6h AsKc8h6h3s AcQcJs9h2d KhQdJsJc9c 
JdTs8d6h5h AsKsTh4h3s AdQc7c6d4d KcJdTd7c3d 
Ac8s7c6h5d Kh9h8c7c5d AhKhTs7c4h KdQdTs8h6c 
JhJc9c8d7s KcJh9c5h3s AcKhJs7h5h JsTh8h6c4s 
Qs9d8s7h6h AsKsTs8s7d As9d8d5s3h AhKdQd8s5c 
KhKcQdJh5h JsJc9d6d5s AdKhQh9s2s AdQc6d6c3h 
JhTh9s7s4d AcQhJs7s7h AdKhQcTs7s Td9d9c6s6c 
KhJsJd8s4h KsJsJh5h3h AhJsJhTc2h QhQd8d6s4s 
AhQcJh9d7h KsJsTh9s2h AdJd7c6c3h AhKdTh7c4h 
AcKd3d2s2c QhJdTh8c6s Tc9h9d8h7d KcQhTd7d4h 
AhKh8c6c4h AcJs5h5c4h QsQhJs9h3h AcJs7s4d3c 
JsTsTh8d7c KdQdJsTh6c Ad8c7c4s4d KhQd8h8d6h 
AdKsQs8h6c KdQs7s7c5d JhJcTc8h2s AcQs9c7s4c 
KcJdTh8s7h QdThTc8s8h QdJdTs7d5s KdQcTs9s8h 
AsKhTh5d3d AsKc3s2d2c AdKs8c6c3d JhJcTc5d3d 
As9h9c7c4s AsQd7c4s4c AsTc5c4s4h KdKc7h5s3c 
KsKhJd6h4h KsJdTh6s3h QhJsTd8c7s AhKcJs9s8s 
KsQcJh8s4h JsJc8s5d5c KcQs8h8c7h QhQdJd9h4d 
AcKcTh6d2d AdQcTsTd5d AsKsQc9s9d AdTc7c4d3c 
AsTs7d4h3d KdTh7h6d4d QhJh9d8d6d AhKdTs3s3d 
QsQhTc7c3s KhJdTs9s2d AsKc9h7h4c Ad9d7c5s3s 
AcKc6d5s2s Ks9s9d8d6h Kc9s9c7d6d KdQdJc5c3d 
QdJc7c6d5h KcTc8d6d4s AcQs9s5c4c AdKdTs3h2h 
AhJc9s6h4s AdJd7c6c3s KdQdJc8h4c JsTd8d6c4s 
AsQcJs3c2s AdKdTh7s4d QcJh9c7h6h KcJhTs8c6d 
KhQdJcTs7s AcQdTh8h3d AcQd8c5c3d AsQc9s7c2d 
AcQd9h6c3h KhKd8h6c2c AcKs8s3d3c 9h9d7d6h6c 
AhTh8s6c3c QcJh9d8d6h AcKhQdJs7d AhQsTh7s2h 
KsTd9s8c5c Qc9d8h7h6c KsQsQdTs7h KdQh9c6h4d 
AcKd8c7c5h AdThTc8h4c QsJdTs8d2c KdKcTc9h2c 
AdQd6s5s3h AhQs8d4h4d JhJc8s8c4h QhQcTc8s6c 
AhJdTh2h2d KhTs9d6h3s AcKd8s5s2c KsTs7h5h4c 
KhJhTd9c6s JdJc6s5d4c QhJdTh9d3d KdQhQc6d5s 
AhKs9d2s2h AcQdJc3d2c AdQsQd6d6c KsKhJc6h4h 
Kd8h7d6h5s AhKc7c3h3c KsKdJh6h5c AdQhTd7h2d 
KcQhTs5c3s AcJd8c7s4h QsJs9c6h5c AdJh9c7h5c 
KcQdJh5h5c QcTc9h8s5h QhJcTc9h2c AhJs5h4s3c 
AsTd8h6s4c Kh9h8s8c7c KdJc9h7h7c AdTd9c4s3s 
KdJcTc9h4h KcQcJs5d2s AcKsTh9c5c Ks9h7s7h6c 
JdJc8d5c4s Ac9c8d6s4d AsKd4s4c3c Qc9d8c7h6h 
Ah7s6h5d3d Kc9c7s6h5h AsTc9c6s2d KcQc7d5d4s 
Qh9h8d7s6s KcQcJhTc7d AsQcJs9d7s JhTc8c5h4s 
Kh9c7h7c6d KdQh7h6d4h KdQd8c7s7c QsJdTs8h6c 
KsQsJd9c4d KdQs8c7d7c KsKcQhJc5c AhKcJdTs3s 
QsQdJs9d3d QsQh7s5h4s AsKc7d7c4d AsKhJsJc6s 
As9c7s7d3c QhJhTc8d6s KhKd7s6h4h AhKh6d5c2c 
KsTs9h6d4h KsJd9s8c7h QdJhJc8s8d QhQc7s5c4s 
AcJhTs8h7h AcQh7h7c3s AhKdTs7d6d KcQd5h4d3c 
AsKhTdTc8c JdTdTc8s8h Ks9s7d6d5c AhQsQdJc6s 
JhTd7s6h6d AcJsTh9c5c AcKd8c7c5s KsKc9h6s3d 
KcTd7c5h4d KhQsTh6c2s AhKhTh5c3c AhTh8d5s4c 
Ah9c8c6h6c QsQcJd7d4c JsJhTh9d8h KhQdTd5c2h 
AhKcQdTh2h KhKc9d8s6s AdQsJsTc6h KdJdTc8s2c 
KcQdJh5c2h TdTc7s7c5d QdJs9c6s5c KdQcTd7d4c 
QhJd7h6c5d AdKhQsTc5c AdQcTd5s3h AdJc5s5d4s 
Ah9c8s7c3h AsJh8c7d4s AsQsTd8h2c Ac9d8s8c3s 
QhQc6s4s4h AcKsJs8s7h AcJsTc4c2s KsQdJd4s2h 
KsJhTd5s5h KdQdTs8c6h JsTh8h6d4s KdJcTd8s8h 
Ac9h9d8c3d KsQcJsTh7s JhJc9s9h8h JsTd8h7s5h 
KhKd8d3c2h QhQc8d7s6c KhQc8h6s5s AdKh7h6h2d 
JhJc9h5c3s KcQc7s5s4d KdKcQcJc5s Kd9d8h8c7h 
AcJd9c7d4c Ah9c8s8h7d Qs9h8s7d6d QdQc8h7s6d 
QdJsJh9c8h QsJsTh9h3h KcQsJh4s4c QsJdTs8h8c 
AsTd9d7h6h Kc9c7h6h5d AsQh6s6c3h AhTd8h6c3c 
KhQsQd6h5c KhTs7s6h5h Kd9h7h7d6c AhQcJdTs3s 
KdQd8h6h5c AdKsJhJd2d AsJd8d4s4d KsJh7h5s4s 
QhJsTh8d8c QsQh8s4h4c AsQcTsTd4s KdJs9d5c4s 
AsQh6s6h3d AdTc7s4s3d JdTc8s6d5s AsKdQc8d5h 
QdJd8s7c6c Ad7c5s4s4d AhJs9h8h7d 9h9c7h7c6h 
JsJc9h6h5c AsTs8c4c3h QsJsJc6h4h KhQcTc9d5d 
AsJc9d7c5d KsKcQcJc5h As9s8d7d2c KdQhJd4s2h 
KdJsTh6s4h KcQdTh8c7c AhKc6h6d3d KdQdJh6c5s 
AsQc7s7c3h AhTc9c2s2h KcJc9d8h7s Ad9s7s7d3h 
AsKc8s7h2h QsTh8s7d5h JsJh9s9d8s AhKd7s6c4h 
AhKhQd9s9h AsJsTh9s3d QdTh9c6d6c KsTs7d5d4h 
AsJsJdTc6s KhKdJd4d4c AhKc9h6c3h AhJc7c4d3h 
JsTh8s8d6d KdJdJc7c4d QhQdJdJc3d Ad9s8d8c7h 
JsTc9h8d7c QcJsJc9s4h AdJhTc6d2c KcQdTh5d5c 
KdJh6h6d5c AhJh9s8d6c AhQhTd7s2s AhJsJh7c2c 
Kh9h8d7d7c QhThTd9d2s JhJd9s9h8h KcJc9s8h7d 
KsKd9h7c6h QsQcJs6c3s AdJd6s5s4s AhQhTs7d2d 
KdTd8h6h4c KsTd6d5s4d AcTs8d4c3s AdJc9s5c2d 
AsKhJcTd3c AsQs7d6c3d KcQsJd9s8h KhJdTc8h2d 
KhTc7c5c4h AhQd9s7s5d AhQs8d7d5s AcTc7h6d5s 
AcJsJd9s4d QcTd8d6c5d AhJhJd7h7c AdKcQc7h3h 
KcQhJs8c4s 9s9d7d6s6h AhTd7h4s3s JdJcTd8c2s 
KhJs7h5c4c AhKh6d5h5d JhTd9c7d5c KsJsTsTh3h 
Ac9h8h5c3d KdJcTc9c7h As9s8d7d3h QsJhJdTh7c 
KhJsTc9d8d AdKs8c6s4c AdQhJc9d2s KhJdTc6h3c 
QcJdJc7d4s KhQsJhJc9h AhKhQs9c3d AhKhTsTh5d 
KcQdJsTs7h AdTh7h6d3h Ad8s7h5h3d QcJh9c8c5h 
QhJsTc8c3h AdTs8d4c3s AhTh7s4s3c JcTc9h7d5d 
KhQd9s6h4d KdQcJd8h4c JsTsTc7s5c AcKh6s6c3s 
AdJs9s5s2d KsKh9d7d6d KhQs8h6c5c As8c7c5s4s 
JdTd9s8s6d KcQdJsTh7d AdKcTh9h8h KdQsTd8s4d 
AcKcTh3s2s QhJhJd9c2d AcJcTh5s5d AcQcTc5d3d 
QcJdJc7d4h AhJc8h7s4d JsTd8d7h4s JsTh9s8c5c 
KcQh8s7h6s Ad9c8d8c2h Ad9c7s6d4c AhKc8h8d5s 
As7s7d5c3c AhTh9s8h4s AdKsThTc8h KsKh7c6s4s 
AsAc7d3h2h AhKd9s9d6s Ad9d9c8h3h KdQcTs5d5c 
KsKc8s5d2d KsJd8s7d5d AcKdQs6h3c AdKsQc8c7h 
KsJhJd9s4h KsJhTd9c7c KhJd9d6h5d QcJdTs8h7d 
JdJcTc7d3s JsTc8s8d6d As9d7h6s4d AsTs8s7h6d 
QcJhTh7d5d QsJsJc8d4c AsAdAcKs3h QcJdJc9d3h 
AcQcJhJc6s AdTsTh4d3s AhQcJs8c7d KcQcTs9s5s 
AdJs7s4c3d Ac7d5h5c4d AcTs8h4c3s KhJdTs5h4c 
KdQcJs5d2c KhJhTh6c5c JsTd8d6s5h QcTh9s6h6c 
JsJhTd5d3s AsAhAcKdQd KdThTc9c3d KsTh7s5c4h 
AcThTd8d4h KhTdTc9h7s JsTd8c6d4s QhJdTc5c3d 
KdQcJc6d6c QhQd7h4d4c KhTc9s8s5h KsKhTs3c2c 
AsKhJh8h7c JhTs6s5h4c KsQhJc5s2c QcJhTs4c3s 
Kd9d9c7s6s AhKd5d3h2d KdJdTdTc3c AdQc8s7s5c 
QsQc9d8s3c QcJh8s7c5h KhQh7d5d4c AhKh9c6d5s 
AsJc9h6s4h QsTc8d6d4s AcKhJs9d7s QdQc9h8d3c 
KcTh9d9c5h QhQdTs8s3d QhJc8s7h6s AhTd9c5h2d 
AcTs8h8c2h AdJhTd9d5s KdQs8d6c5c As7d6d5s3h 
QhTdTc8s8c AhQc8d6d5c AcJd5h5c4h AhQcTh9h5d 
KhQs6c5h4c KhTs7h6h5s KhKdTs8h5h QsQc9d8s6h 
AdKsJhTc3c JcTc7d6d5h QcJsTs9c2s JdTs8s5d4h 
AcTs6d4s4c KsJsJh8h4c AdKd7s7c5h AdQs9s4d4c 
QdJhJd9h3s JhJd8h5d4s KhQhTh9d9c AhTh8d7s7c 
AsJcTsTh2s AcQd9d4h4c KdJsJd4s4d KhTd7s5s4h 
KcJd9d5h4c JsJdTc8s7s AhJhTd7d2h AdQs7h4h4d 
JhThTc8c4c AdTd7s6c5h AsKcTd3d3c AcKcJs5c4h 
Jc9d8c7h6d AsQdQc6d5h Qh9h9c8c6d AdTd8d7h6c 
KsJdTd4h2s JhJc8h5s4c AsAhAdTs5c AhQsJh8h6c 
AdJhTc8h2c AsQhTs9s5d AhQcJsJd5c AsTs8d8c2d 
AcTs8c5s2h QsQd7d4s4c JhJd8d6h6d JhJc8s8c7d 
AsKs9h6c5d AdTc9h5d2c AdQsJc9d7d KcJh9c7h4d 
KhQsTh8s4h KcQdTh9s8h AdTc7h4h3d AdQh8d4h3c 
Th9h9d6s6d JhTs9d8h5s KdKcTd9d3h QdJs9d5s4c 
QsJd9d8c6c KcQcJh9s4h AcKsTc8d2h Kc9c7d6d5s 
AsJh9h5h2s Js9s9c7h6c KhKd8c5s4h Ah9h8c6d4c 
AsJh9c7h5c KhQhQcJd8h KhKcQhJh5s KcTd6d5c4h 
AsTsTc9d7s AhTd9s5h2d Ac8d6s6c5d Kc9h9c8h6s 
9s9d7d6s6c QsJs8h7c6c KsJs7h7d6h AdJc8d7s4h 
JcTd9s9c6s AsJh8h8d3s KhKc9h4c2c AcJhJd9h8s 
QcTsTd6d4c AsKh3s2h2c KdJdTc8c4d AdQsQc6c5h 
Ac7s6h5h3c JsJh9s6d5d KcQdJd6s4s AsKsTc3h2h 
AhKc7h4s3s AsJd8s7c4h AsQs6h5c3h AcQcJcTc7h 
KcJdTh8c6s Ah9c8h6c4d KcQdTc7c4d KcTs7c5d4s 
AdQsJs6d2s AdJc5h5d4h QdTh8d7h7d JhJcTsTd5h 
Ac9h7s7c3h AhKsQd8c6s AdQdQc6s6d JdJcTc6s3d 
JcThTc8h4h QsQd9s8h2d QdQc7d5c4c AhKsQd7d6c 
QcTc9s8h5s KsQcTc5c3s AcQhJc8c6s KdQh9h7h5d 
AhJdJc3c2h JsJcTh8s7s QdJs9s9d6c KdKcQcJs5c 
AhKhTh7d4s AsQdQcJc7h AdJc6h4d4c JhTd7h6s4d 
AdKhQh8s6c AcTc8d5h3h Ad9c6h5h5d AhKhThTd5s 
